T_Acc,Alanine,Asparagine,Aspartic.acid,Butanoic.acid.4.amino.,Citric.acid,Fructose,Fumaric.acid,Galactinol,Galactose,Glucose,Glutamic.acid,Glutamine,Glycine,Isoleucine,Lactic.acid,Leucine,Lysine,Malic.acid,Maltose,Myo.Inositol,Ornithine,Oxoglutaric.acid,Phenylalanine,Proline,Putrescine,Pyruvic.acid,Raffinose,Serine,Spermidine,Succinic.acid,Sucrose,Threitol,Threonic.acid,Threonine,Trehalose,Tyrosine,Valine
6C_6979,-0.064144514,0.844943627,0.803806434,-0.753076526,0.784036813,0.744398368,0.095307759,0.871396061,-0.855774255,0.584887398,0.993829203,0.635816011,-0.775837064,-0.925763245,0.991493633,-1.374985997,-0.355560403,0.460048201,-0.353387814,1.088995151,-0.389265562,-0.474623228,-0.375231663,0.549698327,0.357098967,-0.592630888,0.768689159,-1.180387786,-0.25259981,-1.113429784,0.23413431,-0.542073025,0.101664002,-1.219329652,0.967918324,-0.053627922,-0.146787382
6C_6982,0.457175693,-0.777970986,-0.272432464,-0.584712526,-0.054310598,0.669032615,-0.09231035,0.665948505,-0.376350575,0.53098877,0.197368288,-0.327104013,0.234290478,0.085162831,0.434802726,-0.161974088,-0.338904748,0.505420639,-0.522941166,0.609438277,-0.852596111,-0.526482438,-0.498386613,1.030297604,-0.176901458,-0.519432507,0.510855707,-0.368133652,-0.330183453,-0.175441881,0.238849873,-0.908198981,-0.085867457,-0.543559758,0.132062366,-0.319195633,0.305658588
6C_6984,0.704233625,0.302132924,0.745286001,0.358632739,0.927302155,0.896258875,0.104532779,1.026222204,0.365184934,0.611447996,0.590000478,0.317509137,-0.862106815,-0.590738148,0.027821681,-0.919184715,-0.393736905,0.969133011,-0.244201774,0.824792897,-0.465334492,-0.01116766,-0.662101543,0.677934314,0.243818327,-0.382308676,0.96876937,-1.032625816,-0.456667219,-0.872259327,-0.199565961,-0.637026896,-0.581657627,-1.053554529,0.656211685,-0.275587355,-0.246765787
6C_7014,0.428582357,0.41259327,0.588971249,0.080297744,0.578526967,0.738179418,0.362745277,0.086461182,-1.777194529,0.392324127,0.805548492,0.199472277,-0.767917115,-0.369746165,0.734073239,-0.216976047,-1.300731673,0.71488089,-0.07239467,0.274479388,-1.39634761,-0.689030832,-0.600734717,0.36532618,0.189571645,-0.122416953,0.502497559,0.287482077,-0.459208881,-0.66771632,0.587484529,-0.453520951,-0.189257262,-0.413998733,0.524481793,-1.018721155,-0.114918296
6C_7026,0.545324002,0.206856558,0.041946796,-0.338428787,-0.697385477,0.871727433,-1.239093968,0.695624259,0.382899385,0.89485562,1.011061086,0.092636993,-1.444027323,-0.157785012,0.082627408,0.034706736,-1.02994795,-0.89407503,-0.470100088,1.639149792,-0.358647251,-0.815048968,0.919789898,0.825915586,0.114657632,-1.286646989,0.665586759,0.244563273,-0.688867678,-0.954115889,0.570531223,-1.340988801,0.485132072,-0.769502736,-0.314868727,-0.64912739,1.635627207
6C_7058,0.009003093,0.805691696,0.797464082,-0.774446949,0.242960132,0.859273395,-0.197713834,0.575435958,-0.797628987,0.93011908,0.581964344,0.875480226,-1.203370077,-1.343881572,0.649773277,-0.709752715,-0.26919547,0.52685941,-0.143003135,0.429964277,-0.392595186,-0.151471335,-0.542419861,1.035202659,0.333137059,-0.732812254,0.794320571,-0.358206505,-1.126170101,-0.82963047,0.633126954,-0.853944591,-0.558447653,-0.851857394,0.541578167,-0.305599506,-0.308064498
6C_7061,0.444910921,0.946421541,0.646979415,0.505209679,-0.387092789,-0.325576909,-0.799576711,0.023531271,-0.136421387,-0.539642946,0.442246515,1.040528371,-1.048349412,-1.354881031,-0.581292573,0.417424686,-0.716386907,0.029714783,0.205021504,-0.083597862,-0.260193823,0.285716615,0.020294594,1.114697919,0.311678775,-0.179036831,0.19301665,0.271237789,-1.065734049,-0.789386379,0.484370895,-1.05327416,-0.962941664,-0.560707249,0.711958072,-0.75942522,0.488960468
6C_7094,0.032088108,-0.13500095,0.427665983,-0.767873656,0.228415287,0.280696854,0.221200213,0.49433892,-0.117496012,0.256931115,0.469351451,-0.049805614,-0.347484652,-0.933352243,-0.437731202,-0.484946523,-0.358587082,0.321405997,-0.588751088,-0.013729502,-0.441914706,0.174571832,-0.388960752,0.43439394,-0.109916112,0.058997895,0.42059535,-0.94817676,-0.477225399,-0.228361833,-0.059519063,-0.584138527,-0.089427014,-0.768304879,0.278424478,-0.823917537,-0.767343159
6C_7109,0.522944386,0.266778729,0.820747594,-0.18948765,1.411110636,-0.208729613,-0.405861323,0.625913836,-0.104745118,0.135350226,0.653871174,0.762649898,-1.116923322,-0.971594461,0.562901551,-1.221252921,-0.379407283,1.367780783,-1.121640634,0.608144551,-0.21791579,0.128727723,-1.022532872,1.028808855,-0.057741832,0.051151135,0.607631542,-1.790007312,-0.625975596,-0.449843332,-0.104471653,-0.410058028,-0.392776191,-1.229020742,0.074903355,-0.247331378,-0.885046008
6C_7111,0.757947975,0.553606929,1.353746112,-0.202707969,0.555585295,-0.308676262,-0.162389901,0.839081485,-1.191246319,-0.31300835,1.102243222,0.757548144,-0.702231192,0.027754505,0.31239164,0.008956011,-1.138443455,0.98468442,-0.978666984,0.755847094,-0.885704896,-0.079598914,-0.430594224,1.119991195,-0.188272747,-0.060990031,0.699674048,-0.637488976,-0.945164715,0.155570491,0.680474421,-1.040179075,0.040332036,-0.762109449,0.164451529,-0.4280527,0.084568587
6C_7181,1.391798879,0.899862514,0.696603856,-0.940230114,0.802352231,-0.505199623,0.036751657,1.046525079,-0.546435008,-1.156146863,1.022928262,0.909226374,-0.340196917,-1.148684177,1.667927216,-1.17033693,-0.433423126,0.31728053,-0.61430458,0.476348211,-0.704141018,-0.005602117,-1.154466471,1.398684066,0.511400126,-0.914389895,0.973214229,-0.308681673,0.300268297,-0.34050738,0.767273571,0.023349227,0.454649377,-0.264529979,-1.355489212,-0.184684466,-0.189457087
6C_7192,-0.171949907,0.150156883,1.005406569,-0.124975471,0.864722132,1.212916295,-0.529193074,0.481214968,0.208393271,0.852667659,0.535771887,0.59180263,-0.922518291,-0.447180808,0.122714916,-0.013125051,0.54293223,0.570221228,0.617336842,0.918311321,-0.158106031,1.097840006,-0.697272286,0.502882911,0.064605285,0.008401474,0.463936283,-1.09700819,-0.627394786,-0.481383743,0.095152768,-0.892027382,0.371914432,-1.034781322,1.068774659,-0.503509759,-0.378776766
6C_7217,0.686812798,0.636913337,0.340575077,-0.504854592,0.505897924,-0.251161553,-0.561788629,0.821606277,-0.081045957,-0.468887354,0.741383843,0.644913319,0.436933807,0.235708469,0.04484381,0.364204045,0.279734384,-0.643488596,0.806643483,0.248977947,0.085272747,0.074490813,0.544419753,1.345738338,0.561684822,-0.484246951,0.829025632,-1.087150681,-0.184301981,-0.578542611,0.318030763,-0.319478647,0.175102226,-0.361563413,0.548537604,0.66324132,0.086681939
6C_7223,0.347241018,0.335086282,0.646294109,-0.755718929,1.012443381,-0.445879307,0.214502542,1.058715538,-0.800697519,-0.586121496,0.734518635,0.740970083,-1.016413671,-0.450070735,2.011227863,-0.577120713,-0.510779538,0.556896659,-0.030248802,-0.189487891,-0.852906566,0.166694382,-0.939291293,1.467426056,0.119557596,-0.573338387,1.253070747,-1.432377233,-0.275744037,-0.397627005,0.369467012,0.11466483,-0.674055278,-0.243980402,-0.247609558,-0.061049809,-0.821062475
6C_7255,1.043339969,0.257128083,-0.122204607,-0.625560158,-0.904511769,0.44477911,-0.540729694,0.855403909,-0.939311223,0.723529313,0.693610935,0.175855353,-0.60197776,-0.268008421,1.32157668,-0.471372157,-0.245148755,-0.54807683,-0.309804096,0.713764616,0.136500607,-0.333528737,-0.378159115,1.087330105,0.839279275,-0.74460061,0.886885935,-0.566760949,0.180589575,-0.713250756,0.293755769,-0.303855234,-1.263361976,-0.647152167,0.227153963,-0.363162496,-0.371077317
6C_7298,0.464759432,0.235448283,0.65673438,0.293033381,1.609966829,0.367691447,0.232899781,1.117559621,-0.560098362,0.319730574,0.888613362,0.058435794,-0.923524779,-1.242512144,0.756111301,-1.241682923,-1.105750424,1.290871164,-0.26941859,0.742519534,-0.937217885,0.441934551,-1.460119179,0.814099189,-0.113194123,-0.158980333,1.01242582,-1.51260716,-0.690821902,-0.400623195,0.178654747,-0.196428056,0.134442698,-1.166665351,0.855305223,-0.330724479,-0.539061982
6C_7305,0.35220301,0.574809897,0.65361295,-0.304404633,0.074350348,0.047195743,0.163896999,0.198221171,-0.858856923,-0.524917681,0.821985597,0.710761526,-0.70391163,0.116529004,0.821491836,-0.556938052,-0.851039935,0.590016605,-0.159046472,0.303886491,-0.447293874,0.396768438,-0.000155965,0.906811669,0.217106586,0.214695439,0.187578286,-1.067223465,-0.423395419,-0.209133519,-0.063205051,-0.528563451,-0.221438955,-0.47910929,-0.424048548,0.002854131,0.564270046
6C_7322,0.411272502,0.297213803,0.517985709,-0.205377985,-0.144149911,0.762456239,0.607766238,0.707409806,-0.400474318,0.670667571,0.518124063,0.175144074,-0.887133954,-0.139305493,-0.384604983,-0.051975612,-0.199709923,-0.114458246,0.111274805,0.271494484,-0.236958197,-0.122025937,0.146143087,0.609056829,0.143636612,-0.078134366,0.844890599,-0.758857991,-0.501144963,-0.637929408,-0.270964295,-1.238538416,-0.19013442,-0.958918894,0.122628961,-0.639598717,0.635276453
6C_7413,0.670146656,0.288019345,0.816946177,0.080210129,0.281372754,1.040072902,0.700638887,0.619598467,0.490987097,0.973279032,0.329268674,0.210925108,-0.700165793,-0.298797879,0.129898939,0.361150491,-1.124983156,0.402649489,-0.288873931,0.635886355,-0.618882829,-0.353980475,-0.007975371,0.4922814,0.152553907,-0.473235033,0.852962153,-0.44685606,-1.221803594,-0.671690753,0.331603486,-1.136410028,-0.077143818,-0.856111598,0.074611075,-0.690077369,0.598875741
6C_7424,0.239818816,0.168408858,1.167103049,-0.539106745,0.466180221,0.371581896,0.489995485,1.653466727,-0.36623316,-0.04804175,0.632900536,0.406988795,-1.198045646,-0.364440789,-0.54630758,-0.71105484,-0.119570703,0.583334763,-0.603688628,0.836958455,-0.332346385,-0.365667968,-0.010470047,0.652046838,0.203367733,-0.920338854,1.516474421,0.142489055,-0.524944781,-0.107370769,0.313572063,-0.540728324,0.705842164,-0.371969199,-0.084252855,-0.869606521,-0.663245101
6C_8222,-0.267905444,0.173876002,0.59110761,-0.980713214,0.417438765,-0.477989297,-0.410031668,0.178740966,0.006965632,-0.749210457,0.364611129,0.191561498,-0.980182502,0.076617849,0.124149337,0.340095884,-0.813662467,0.322006082,-0.159841957,0.223663616,-1.002607191,0.048826527,0.172326371,0.532431188,-0.465363626,-0.763593324,0.164275363,-0.151897337,-1.107565148,-0.724311584,0.213231517,-0.98648509,0.332474724,-0.762630776,0.441338963,0.292461072,0.682447812
6C_8230,0.409252721,0.493333084,0.758018404,0.028764807,0.495847557,0.229361779,-0.751822469,0.418626111,-0.570715603,-0.278603731,0.849338352,0.67538665,-0.999267152,-0.139966086,0.234634659,0.017503759,-0.056696891,-0.098541303,-0.275350104,0.494358949,0.119121764,0.321673591,-0.066861258,0.516039475,-0.042136711,-0.387936901,0.404456567,-0.35907332,-0.324077867,-0.509554426,0.047311107,-0.49505858,-0.160982521,-0.2558846,0.018281831,-0.118649564,0.213465001
6C_8231,0.646661662,0.338851644,0.686953431,-0.756263025,0.999791848,1.00659898,0.875251695,0.478662457,0.016136482,0.94553197,0.66946328,0.709662467,-0.373854293,-0.770613084,0.096029954,-1.496637258,-0.964400631,0.232161469,-0.439875695,0.998676691,-0.345286536,0.265787515,-1.028840974,0.813450845,-0.565736323,-1.368845576,0.459420278,-0.982918444,-0.49575586,-0.470392761,0.258729109,-1.12516094,0.241961813,-1.235067043,0.634478516,-0.570322643,0.5251384
6C_8237,-0.003068217,0.819344495,0.709928964,-0.641153107,0.372183312,0.597098536,-0.711252882,0.938592044,-0.098834398,0.483019101,0.661616345,0.698608438,-0.62331156,-0.725658296,-0.310549558,0.003725277,-0.341985468,0.120082172,0.082065403,0.809424582,-0.338920808,-1.054901597,0.14026087,1.008861175,0.667134013,-0.915184524,0.807637816,-0.295965778,-0.517403162,-0.803808581,0.112604993,-0.833688238,0.558602214,-0.446562443,0.052327316,-0.739248634,0.170416524
6C_8239,0.748849252,0.176416644,0.416273762,-0.11549725,0.476547844,0.313609073,0.46776912,0.080627578,-0.234209743,0.181268414,0.689590518,0.202256717,-0.646750319,-0.551625223,-0.315240816,-0.090154145,-0.987182837,-0.117181899,0.391712565,0.276875315,-0.863774921,-0.669739497,-0.218618766,0.715637325,0.293591786,-1.057032925,0.108356043,-0.486156639,-0.760569423,0.06474861,0.029506611,-0.616026559,0.517568878,-0.758742766,0.713507975,-0.420643537,-0.232516588
6C_8240,1.052530112,0.864650583,0.630097262,-0.749119591,0.016398431,0.426759987,-0.944045191,0.233604963,-0.705489874,-0.191594675,0.423929794,0.651367074,0.305444715,-0.614739106,-0.344177849,-0.036891693,-0.357474506,0.373587319,0.179401261,0.878846048,-0.462296112,-0.337141558,0.164286009,0.702419298,0.241071509,-0.609601491,0.372903749,0.466100722,-0.675576932,-0.176667729,0.85058849,-1.134907049,0.149118294,-0.551319033,0.796308397,-0.117435439,0.148122399
6C_8241,0.674420407,1.045612971,0.711631804,-0.678019716,0.098864041,0.294647385,-0.812775688,1.083553911,-0.520125438,0.475796725,0.754103379,0.929876426,-0.244834634,-0.73689425,-0.38818786,0.125114156,-0.043446029,-0.442185082,-0.315873795,0.807981998,0.461015104,-0.732863998,0.437596519,0.434365532,1.090281853,-0.736960549,0.792640048,0.433345292,-0.522876839,-1.057132046,0.628232707,-0.963715943,-0.097022521,-0.557430725,0.390527448,-0.207160659,-0.142937154
6C_8242,1.318348437,-0.292292208,-0.766210383,-0.279258696,-0.46296525,0.31583491,-0.854771387,0.66901575,0.354495177,0.497329665,0.526098999,-0.305131327,-0.59146818,0.15070961,0.302425113,0.293245508,-0.624522957,-0.429574876,0.124164664,0.938422131,-0.187545426,-0.671137839,-0.217413463,1.112927633,0.492068481,-0.405029432,0.923042995,-0.164304378,-0.520426406,-0.317535771,0.931235205,-1.021958013,-0.098239161,-0.451534699,0.54092735,-0.182013058,1.215701646
6C_8243,0.215110453,0.18520737,0.346522187,-1.757206703,0.26753192,0.155310809,-0.130597509,-0.202357001,-0.009182522,0.473109687,0.642480807,0.399314447,-0.474169397,-0.304458838,0.242101733,0.248541574,-0.330761094,0.680108542,0.405128775,0.478460963,-0.459085592,0.001835136,0.911489597,0.23361901,0.296128176,-0.635725567,-0.084827916,-0.802992359,0.072775876,0.277000107,0.460143568,-0.880429335,0.302419454,-0.678682597,0.593871129,-0.648901679,0.319891749
6C_8244,0.467658122,0.49311945,0.604673212,-0.347131852,0.652890981,-0.53148659,-0.43891933,0.667867164,-0.547260892,-0.751183444,0.775466785,0.871614141,-0.210527278,-1.048038214,1.070740082,-0.936946641,0.265603464,0.628018123,-0.662511399,-0.647929657,0.229884671,1.030252609,-1.483370556,1.330082968,0.385374985,0.40993016,1.251512735,-1.409527581,0.118357647,-0.909065794,-0.312541203,0.457347027,-1.242944699,-0.903817267,-0.673925332,0.175149553,-1.53371577
6C_8247,0.96708964,-0.385031853,0.002393883,-0.777230587,0.133599671,0.569229771,-0.703627774,0.898297308,-1.01654159,0.429062253,0.453046572,0.167454597,-0.418657634,-0.031835148,0.925291063,-0.010032892,-0.099653962,-0.004118687,-0.038689168,1.252978218,-0.575696829,-0.170259491,-0.041719808,1.327094692,0.638878644,0.193507945,0.731272183,-0.559313625,0.033172262,-0.242542752,0.821357642,-0.723279019,0.393739607,-0.777083194,0.588250916,-0.709836463,0.687911278
6C_8249,0.139164871,0.91725637,0.542770443,-0.090751431,0.430219114,-0.091979334,-0.859075235,1.248668972,0.180584819,-0.499250583,0.823000205,1.158690704,-0.941915837,-0.945696763,0.618725099,-0.409903792,-0.544165336,-0.406322825,0.51134536,0.557089277,-0.224645719,0.441024313,-0.158942265,1.013902348,0.797403847,-0.322142455,1.342140394,-0.259649565,-0.423948521,-0.832056959,0.310606476,-0.570143941,0.010257849,-1.056859936,1.309078508,-0.017874756,-0.83052327
6C_8259,-0.171846749,-0.498894294,0.039976482,-0.53952709,0.62616679,1.456640011,-0.268922938,1.518688689,0.085970736,1.246895837,0.631920664,-0.262941297,-1.001499447,-0.847566414,-0.381678563,-0.379813033,-0.924888865,0.512723427,0.392011009,1.408191586,-0.783639899,0.387175552,-0.210798493,0.665799566,-0.104913894,-0.512244204,1.369903651,-0.967927074,-0.90811499,0.096582562,0.457881753,-1.078974554,0.109048381,-1.285637755,1.169190739,-0.775034951,0.263329233
6C_8283,1.051913506,-0.06935516,0.600812213,-0.417634073,0.237483363,-0.24198866,-0.078068627,0.303025578,-0.247343877,0.073279357,0.541445433,0.27049156,-0.596132291,-0.019177828,0.04218104,0.114072457,-0.005335534,0.424926875,0.066892682,0.620737402,-0.403191747,-0.592354805,0.158950473,0.512919324,-0.050482842,-0.861271597,0.411089816,-0.716627003,-0.65421113,-0.400144327,0.19228445,-0.989470727,0.469491244,-0.767530976,0.512178794,-0.737705099,0.191060837
6C_8326,0.441496988,0.809395922,0.614660587,-1.017945292,0.427691754,0.066517267,-0.044806076,0.426184352,-0.420626342,-0.171263737,0.717324349,0.899670645,-0.470630828,-0.730710618,0.695735531,-1.423151918,-0.681451715,0.500577852,-0.676938315,0.744533723,-0.037773801,-0.439323123,-1.37831684,0.809173981,0.538296255,-0.74282946,0.354392668,-0.752581152,-0.349775135,-0.634596905,0.445384462,-0.704027642,0.18914833,-0.270111019,0.579261414,-0.751394206,0.329817885
6C_8335,0.582439896,0.56556891,0.388215138,-0.513914793,0.184969674,0.726284342,-1.046627273,0.380913911,-0.851482387,0.835759388,0.518486622,0.535184728,0.050234557,-0.52089579,0.233071772,-0.468876629,-0.333603072,0.563217657,-0.707603043,1.031709253,-0.552272784,0.165381233,-0.22009833,0.956291705,0.756471978,-0.014862203,0.399696927,-0.16744388,-0.394265437,-0.530111983,0.724198445,-0.415881048,0.037192871,-0.6632303,0.179427568,-0.57316116,0.178542394
6C_8351,-0.937757749,0.030698567,0.273677491,-0.740875896,0.425293928,1.276529101,-0.271579683,0.70764138,-0.787981924,1.349384954,0.460341812,-0.299413966,-1.745923401,-0.007709988,1.43105577,0.065678755,-0.181725828,-0.262060802,-0.286079447,1.020187775,-0.017475515,-0.661685581,-0.178173107,0.411155208,-0.072421878,-0.890027802,0.795734136,-0.725527246,-1.141821659,-0.633481731,0.236621413,-0.693296933,0.541213972,-1.180778057,0.04742272,0.142138175,0.50320659
6C_8365,0.50370299,0.339871527,0.139625455,-0.278119601,1.070206364,-0.555572024,-0.201869385,1.716173324,0.100628851,-0.945640788,0.534526914,0.353512148,-0.658262566,-0.043375407,0.657720374,0.190220474,0.181169866,0.930268933,-0.557723242,0.626857308,-0.19179501,0.582928465,-1.006009915,0.858395235,0.083482766,0.014481655,1.344630092,-0.957915577,-0.051203041,-0.564907125,-0.43602134,0.075109609,-0.188717951,-0.8970427,0.595550183,-0.174234233,-0.643786282
6C_8366,0.568354853,0.117628143,0.777617451,-0.364026009,0.618526677,-0.734950153,-0.21942251,0.468776972,-0.803974924,-1.553871406,1.195948937,0.147623849,-1.233130646,-0.154738323,0.583437805,-0.443904451,-0.460568085,0.78395143,0.041784842,-0.010866924,-0.549542687,-0.279001394,-0.645725919,0.783116924,0.166997408,-0.36657822,0.670373461,-0.904274464,-0.524136779,-0.273935741,0.176137318,-0.204278251,0.011738577,-0.900663523,0.258410233,-0.135556866,-0.870586166
6C_8369,0.244376756,0.702997885,0.883241026,-0.502277185,0.689780756,0.149776869,-0.05611709,0.890399428,-0.492870503,-0.117022134,0.799554268,0.770300079,-0.540601013,-1.0788932,1.008893211,-1.135386943,-0.440471024,1.382216728,-0.625625864,0.525410771,-0.275030537,-0.371131388,-0.542658365,1.065336812,0.383675078,-0.850319321,0.839237423,0.092966501,-0.56040952,-0.292354914,0.577865889,-0.164873404,0.435057819,-0.681903485,-0.508816103,-0.063541957,-0.45620202
6C_8419,-0.273768047,0.098146214,0.704007336,-0.638897998,0.552311314,1.402654821,0.784950597,1.394464822,0.012694286,1.434027812,0.773897198,-0.152448616,-0.699117554,-0.925464598,0.118498209,-0.88935077,-0.535777225,0.911671403,0.453012793,0.688705768,-1.292467199,-0.40618248,-1.573634266,0.939278733,-0.693354936,-0.526189974,1.452475355,-0.575521194,-1.041545486,-0.326171685,1.132202118,-0.634427372,0.176493059,-1.12945025,0.718209631,-0.382785382,-0.282690971
6C_8422,0.181545597,0.460941973,1.036128969,-0.505576127,0.988567136,-0.350976017,0.695594447,0.517141863,-0.651487054,-0.709056539,0.725844075,0.542847972,-0.20547538,-0.664645115,0.300240424,-0.346506819,-0.609997674,0.567700893,-0.843874614,0.491284324,-0.258820006,1.161815084,-0.147912744,0.061906772,0.341380432,-0.018074826,0.451834557,-0.078001016,-1.097699481,-0.663339051,-0.065485059,-0.81611051,0.238696124,-1.055707765,0.152366227,0.228495305,-0.027915399
6C_9057,0.649594272,0.052359899,0.319357912,-0.607704028,0.45193341,0.385932099,0.004947171,0.753564746,-0.433866587,0.578721241,0.423797834,0.280218633,-0.821770117,-0.299273753,-0.487497921,-0.160616769,-0.698968162,0.240334805,0.010338969,0.658010821,-0.436534848,-0.494987496,0.09312906,0.661856595,-0.072003691,-0.67959343,0.744478793,-0.872277715,-0.604010734,-0.272535987,0.33801717,-1.023582892,0.230675984,-0.903470543,0.576002977,-0.439206491,0.061277203
6C_9075,0.452223732,0.083698818,0.036038453,-0.866373419,0.750757938,0.476874221,0.103638448,0.583368776,-0.263945103,0.878920769,0.847087516,0.184605912,-0.731523423,-0.543245918,1.015775399,-0.722198328,-0.53862787,0.274718798,-0.20026873,0.49224337,-0.48166177,0.538670031,-1.339466251,0.512688692,0.008630971,-0.737212117,0.866720602,-0.6892567,-0.38300436,-0.412441332,0.191198695,-0.121569912,0.042603112,-0.469362894,-0.056145986,0.064992958,1.315636371
6C_9133,0.230758035,-0.312849377,0.70879755,-0.715009077,0.495362707,1.023936218,0.409462519,0.816569274,-1.129940521,0.655427047,0.496530182,-0.350466355,-1.372501736,-0.739329861,0.665258788,-0.528501139,-1.109554836,0.611259336,-0.196992181,0.74155803,-1.188569635,0.248039186,-1.188051547,0.676461995,-0.702588761,-0.309883127,1.20818086,-0.596415985,-1.157793149,-0.162293165,0.857597911,-0.778467344,-0.112991637,-1.144285401,0.217755001,-0.703584658,-0.722513091
6C_9298,0.300624733,0.005781309,0.340290851,-0.497469071,1.213940488,0.121650058,0.019922885,0.680433664,-0.500856776,0.528598375,0.679852976,0.165254374,-1.086227408,-1.364496082,1.228925341,-1.373854402,-0.762454838,0.945130025,-0.900022432,0.701826248,-1.219719754,-0.114969985,-1.728336624,0.913994509,0.307904286,-0.783968309,0.673974822,-0.895388536,-0.619577827,-0.302608021,0.550063689,-0.41464055,0.232585134,-0.601496523,0.621579803,-0.302717118,-0.893584415
6C_9321,-0.016653281,1.039453498,0.489241547,-0.677766882,1.093018886,1.362298891,-1.433147693,1.669448211,0.113979778,0.974620597,0.022937615,0.214090404,-0.497422908,-0.324564279,-0.660229083,-0.220366396,-1.286352591,0.818261984,-0.116371197,0.762985094,-0.527042713,0.704858493,0.376844303,1.13114893,-0.437519111,-1.108901269,1.073318045,-0.09907154,-1.597412119,0.63401743,0.535828542,-1.282619203,0.672721131,-0.995742033,-0.161198714,-1.287643426,1.010865728
6C_9323,-0.779607612,0.668267784,0.403909142,-0.579043686,0.532991117,1.861348006,-0.382128639,1.460432461,0.596892843,1.814884905,0.41418875,0.118697771,-0.440201396,-0.617419791,-0.408995106,-1.211515781,-1.56564465,0.253035718,0.486568151,0.867662402,-0.770493746,-0.500088621,-0.007971088,0.497451798,-0.712749069,-0.733856721,1.390574837,-1.084886115,-1.473432642,-0.280791779,0.616173272,-1.117727924,-0.219668296,-1.254222473,0.47418575,-0.447510114,0.223503455
6C_9336,-0.25396752,0.596852635,0.412801762,-1.068034606,1.013060295,1.425731455,-0.1746916,0.686586481,-0.984759063,1.192511385,0.32778593,0.476899122,-0.745792131,-0.402346281,0.3054683,-0.669547738,-0.165178756,0.877463593,-0.789405629,0.883660853,-0.621390509,-0.312254171,-1.126545312,0.59930597,-0.320151201,-0.683775419,0.689173426,-1.124389882,-0.663064957,-0.434569486,0.62747402,-0.629938603,0.032795271,-1.072220699,0.234701324,0.224104139,0.235492691
6C_9339,-0.330087899,1.052773934,0.282920357,-0.171468389,0.008608647,0.651817161,-1.099695479,1.462953092,0.1595865,1.057008292,0.538480211,1.060686323,-1.886092441,-0.267568883,-0.485355997,0.229552913,-0.336689889,-0.102760592,0.396770781,0.715753635,-0.47137939,0.415280646,-0.406531879,0.77683664,0.117162878,-0.667364974,1.414755438,-0.50069715,-0.934227038,-0.768194357,1.421466234,-0.846725414,-0.058608421,-0.998384972,0.963689341,-0.341956287,-0.683629357
6C_9352,0.141052754,-0.404935179,-0.402548601,-0.114850948,-0.056070627,-0.299782641,-0.037582129,0.880125286,-0.680154628,-0.01455497,-0.09185784,0.16033383,-0.537445184,-0.1256846,-0.574411935,-0.097909669,-0.602561351,-0.469001271,0.734390001,0.798413575,-0.261938178,0.262177673,-0.31468466,0.642815396,0.101410171,-1.12289654,0.73190547,-0.228757423,-0.415314005,-0.235138055,0.694174697,-1.156606889,0.081049664,-0.47827846,1.158697052,-0.255299539,0.7371225
6C_9371,-0.634892867,-0.226592761,0.068509556,0.043294036,0.707883201,1.611337472,-0.432902178,1.35234826,-0.460058984,1.672438284,-0.232603197,-0.214411215,-1.089932141,-0.005497395,-0.424069189,-0.051756957,-1.389361899,0.508603936,0.795606752,0.860326999,-0.202407821,-0.126097519,-0.381907838,0.339466664,-0.527382818,-1.047211605,1.160409663,-0.940062887,-1.419724177,-0.407548621,-0.069240208,-1.38169222,0.594880394,-0.936116089,0.903339351,-0.425952814,0.547432701
6C_9386,-0.052372232,0.401212135,0.718410428,-0.373212382,0.961476921,1.680332162,-0.617158656,1.022389407,0.255548763,1.496481656,0.298035982,0.394521569,-0.573329689,-0.581638952,-0.281050436,-0.126613181,-1.108543447,0.864500763,-0.017605453,0.603625,-0.913187055,0.529152245,-0.748452667,0.84118612,0.140620419,-0.680880133,1.166896423,-1.045043406,-1.212200804,-0.213226942,0.657234201,-0.928777001,0.815808893,-1.161125934,0.634689611,-0.171848298,0.299056898
6C_9388,-0.173754366,0.589984001,0.456084671,-0.428914783,0.976764482,2.02339269,-0.543525866,1.855796672,0.936191154,1.789868838,0.471481203,0.226810675,-1.003702782,-0.902239412,-0.758061226,-0.905220319,0.201895725,1.025040607,0.462155419,1.571955032,-0.500520195,0.424364476,-0.697769002,0.653917743,-0.373728691,-0.776508221,1.421245201,-0.247753912,-1.070496288,0.035049106,0.763199528,-0.682998127,0.610226573,-0.84327277,0.662155887,-0.984602871,-0.122308001
6C_9395,0.37794625,0.025592745,0.891456313,-0.315018894,1.366060561,0.393880062,0.145880149,0.454031361,-0.106195598,0.120787399,0.818053177,0.722239354,-0.743866699,-0.465410613,0.001807352,-0.279241827,-0.525250482,0.875272042,0.194449251,1.019054733,-0.810120293,0.450595939,-0.319574341,0.588107858,-0.055554447,-0.413805072,0.809748095,-0.896730764,-0.988904375,-0.233316311,0.880361232,-0.998141705,0.4411032,-0.917059335,0.75126148,-0.271940442,0.33641978
